_id,Nombre del organismo contratante,Titulo,Modalidad,Tipo de contrato,Procedimiento,Criterio adjudicacion,Tramitacion,Valor estimado (Euros),Importe (Euros),Importe licitacion (Euros),Supuesto,Revision precios,Formula revision,Contrato plurianual,Posibilidad de prorroga,Plazo maximo,Codigos CPV,Varios Lotes,Lote,Adjudicatario,Fecha de adjudicacion,Fecha de formalizacion del contrato,Plazo o fecha fin,NIF,Importe adjudicacion (Euros),No de participantes,Clausulas sociales,Clausulas de compra ecologica,Contratacion de I+D,Contratacion de soluciones innovadoras,Importe financiacion (Euros),Reserva en licitacion,Importe Ejecutar (Euros)
852,Ayuntamiento de Urraúl Bajo,"Rehabilitación casa consistorial de Urraul Bajo, en Artieda",Contratos,Obras,Procedimiento simplificado,Mejor relación coste-eficacia: precio,Ordinaria,"164.188,05","151.678,48","156.369,57",,N,,,N,,45200000,N,,CONSTRUCCIONES A.BENGOTXEA SL,01/07/2019,,3 meses,****1920*,"151.678,48",2,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
853,Ayuntamiento de Valle de Aranguren,Campamento Urbano Valle de Aranguren 2019,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"114.400,00","54.120,00","57.200,00",,N,,S,S,2 años,85311300,N,,PAUSOKA SERVICIOS DE ENSAÑANZA S.L.,16/05/2019,18/06/2019,2 años,****2502*,"54.120,00",1,"Sociales: Adjudicación: 0,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
854,Ayuntamiento de Valle de Aranguren,Contratación del Suministro e Instalación de un Parque de Calistenia en Mutilva,Contratos,Suministro,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"50.149,76","42.627,58","50.149,76",,N,,,N,,37400000,N,,AGAPITO URBAN INDSUTRIES S.L.,19/09/2019,09/10/2019,3 meses,****5522*,"42.627,58",4,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
855,Ayuntamiento de Valle de Aranguren,Construcción de una Piscina de Chapoteo en las Instalaciones Deportivas Municipales del Ayuntamiento del Valle de Aranguren,Contratos,Obras,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"532.943,40","500.327,26","532.943,40",,N,,,N,,45212212,N,,CONSTRUCCIONES ECAY S.L,19/09/2019,09/10/2019,6 meses,****9603*,"500.327,26",3,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
856,Ayuntamiento de Valle de Aranguren,"“Larunblai, Programa de Tiempo Libre Infantil para la Promoción del Uso del Euskera”",Contratos,Servicios,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"75.000,00","13.895,58","15.000,00",,N,,,S,5 años,92000000,N,,NAFARROAKO TOPAGUNEA EUSKARA ELKARTEEN FEDERAZIOKO,19/09/2019,09/10/2019,9 meses,****2467*,"13.895,58",1,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
857,Ayuntamiento de Valle de Aranguren,Suministro De Vehículo Electrico (Coche),Contratos,Suministro,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"26.500,00","24.397,00","26.500,00",,N,,,N,,34144900,N,,COMERCIAL ARRE MOTOR S.A.,19/09/2019,09/10/2019,3 meses,****5237*,"24.397,00",3,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
858,Ayuntamiento de Valle de Aranguren,Asfaltado y Pavimentacion Mutilva,Contratos,Obras,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"86.407,17","68.760,14","78.551,97",,N,,,N,,45233222,N,,ASFALTOS DE BIURRUN S.A.,19/09/2019,09/12/2019,40 días,****8935*,"68.760,14",5,"Género: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
859,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
860,Ayuntamiento de Valle de Aranguren,El Suministro de Furgoneta Electrica (Furgón),Contratos,Suministro,Abierto,Mejor relación coste-eficacia: precio,Ordinaria,"21.500,00","21.300,00","21.500,00",,N,,,N,,34144900,N,,AUTOMOVILES MARCO S.A.,17/10/2019,06/11/2019,3 meses,****3099*,"21.300,00",2,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
861,Ayuntamiento de Valle de Aranguren,"Contratación Del Servicio Para La Ludoteca Municipal Txalopote, Ludoteca Sábado, Ludotxiki, Talleres De Navidad, Talleres Carnavales y Semana Santa",Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"167.712,00","41.928,80","167.712,00",,N,,,S,5 meses,92000000,N,,PAUSOKA SERVICIOS DE ENSEÑANZA S.L.,17/10/2019,06/11/2019,1 años,****2502*,"41.928,80",1,"Género: Adjudicación: 8,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación","Adjudicación: Cálculo del coste de ciclo de vida: 0,00% de puntuación máxima a obtener sobre el total de criterios de adjudicación Otros: 1,00% de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,,N,
862,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otras: Adjudicación: 7,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
863,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sociales: Adjudicación: 4,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
864,Ayuntamiento de Valtierra,Contrato de suministro de un tractor nuevo y pala,Contratos,Suministro,Abierto,Mejor relación calidad-precio,Ordinaria,"80.000,00","74.000,00","80.000,00",,N,,,N,,34100000,N,,Serrano Dronda S.L.,29/03/2019,,60 días,****8316*,"74.000,00",3,N,N,N,N,,N,
865,Ayuntamiento de Valtierra,Nuevo depósito regulador de abastecimiento del municipio de Valtierra,Contratos,Obras,Abierto,Mejor relación calidad-precio,Ordinaria,"432.006,13","412.550,00","432.006,13",,N,,,N,,45112500,N,,Excavaciones Fermín Osés S.L.,20/05/2019,,5 meses,****3131*,"412.550,00",4,N,N,N,N,,N,
866,Ayuntamiento de Viana,Obras comprendidas en el Proyecto Básico y de Ejecución de Cubierta en Cúpula del trascoro de las Ruinas de la Iglesia de San Pedro de Viana,Contratos,Obras,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"116.241,79","115.741,79","116.241,79",,N,,,N,,45212361,N,,CONSTRUCCIONES LEACHE S.L.,04/01/2019,,77 días,****6102*,"115.741,79",1,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
867,Ayuntamiento de Viana,Espectaculos musicales fiestas 2019,Contratos,Servicios,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"41.300,00","40.000,00","41.300,00",,N,,,N,,92312140,S,FIESTAS JULIO 2019: 92312140,SERVICIOS CULTURALES NARIA S.L.,14/05/2019,,21/07/2019 - 25/07/2019,****3630*,"28.000,00",3,"Género: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
868,,,,,,,,,,,,,,,,,,,FIESTAS SEPTIEMBRE 2019: 92312140,SERVICIOS CULTURALES NARIA S.L.,14/05/2019,,14/09/2019 - 18/09/2019,****3630*,"12.000,00",,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
869,,,,,,,,,,,,,,,,,,,`,,,,,,,,"Lote 1: Género: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
870,,,,,,,,,,,,,,,,,,,`,,,,,,,,"Lote 2: Género: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
871,Ayuntamiento de Viana,Gestion albergue peregrinos Andres Muñoz,Contratos,Servicios,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"200.000,00","38.500,00","40.000,00",,N,,,S,5 años,98000000,N,,SILVIA GARCIA MORENO Y MARIA DEL MAR MORON CAMARA,30/05/2019,,1 años,****7604*,"38.500,00",1,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
872,Ayuntamiento de Viana,Obras contenidas en el proyecto de ejecución de reforma y legalización de la instalación eléctrica en baja tensión para el Colegio e I.E.S.O. Del Camino de Viana,Contratos,Obras,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"166.576,01","124.265,71","166.576,01",,N,,,N,,45310000,N,,"ALDAMA SOLUCIONES ENERGETICAS, S.L.",26/06/2019,,69 días,****9979*,"124.265,71",3,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
873,Ayuntamiento de Viana,Vehículo eléctrico,Contratos,Suministro,Procedimiento simplificado,Mejor relación calidad y coste-eficacia,Ordinaria,"24.793,39","24.380,17","24.793,39",,N,,,N,,34100000,N,,"GARTE TURISMOS, S.L.",13/09/2019,24/09/2019,25/09/2019 - 01/10/2019,****4805*,"24.380,17",2,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
874,Ayuntamiento de Viana,Consolidación de parte del muro existente junto a la calle La Solana de Viana,Contratos,Obras,Procedimiento simplificado,Mejor relación calidad y coste-eficacia,Ordinaria,"143.625,20","137.162,07","143.625,20",,N,,,N,,45262620,N,,"FLORENCIO SUESCUN CONSTRUCCIONES, S.L.",13/09/2019,,84 días,****5564*,"137.162,07",2,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
875,Ayuntamiento de Viana,Enseñanza de inglés,Contratos,Servicios,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"15.500,00","15.300,00","15.500,00",,N,,,S,5 años,80000000,N,,Cesar Martínez Lorenzo,30/09/2019,,11/10/2019 - 30/06/2020,***5284**,"15.300,00",1,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
876,Ayuntamiento de Viana,Iluminación monumental fachada oeste ruinas San Pedro y actuación en jardines de Joan Manuel Serrat,Contratos,Obras,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"65.586,95","60.500,00","65.586,95",,N,,,N,,45316100,N,,VARONA ENERGIA S.L.,16/12/2019,,77 días,****0591*,"60.500,00",1,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
877,Ayuntamiento de Viana,"Redacción de proyecto y, en su caso, dirección facultativa de las obras de reforma integral y legalización de las instalaciones interiors del complejo polideportivo Príncipes de Viana",Contratos,Servicios,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"71.557,60","57.288,28","71.557,60",,N,,,N,,71242000,N,,"I-INGENIA INGENIERIA Y ARQUITECTURA, S.L.",23/12/2019,,30 días,****5899*,"57.288,28",3,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
878,Ayuntamiento de Viana,"Suministro e instalacion de juegos infantiles y mobiliario en Área de recreo ""Pinar del Cueto""",Contratos,Suministro,Procedimiento simplificado,Mejor relación calidad y coste-eficacia,Ordinaria,"22.240,00","20.982,00","22.240,00",,N,,,N,,37535200,N,,"MADERPLAY,S.L.",23/12/2019,09/01/2020,45 días,****0115*,"20.982,00",3,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
879,AYUNTAMIENTO DE VILLAFRANCA,construcción de pasarela sobre las vías del tren,Contratos,Obras,Abierto,Mejor relación calidad-precio,Ordinaria,"299.959,57","299.959,57","299.959,57",,N,,,N,,45221000,N,,construcciones Maizcurrena SL,21/01/2019,,5 meses,****8319*,"299.959,57",1,N,"Adjudicación: Cálculo del coste de ciclo de vida: 0,00% de puntuación máxima a obtener sobre el total de criterios de adjudicación Otros: 10,00% de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,,N,
880,AYUNTAMIENTO DE VILLAFRANCA,Reforma de los Baños de la Residencia Virgen del Portal,Contratos,Obras,Abierto,Mejor relación calidad-precio,Ordinaria,"46.427,41","40.800,00","46.427,41",,N,,,N,,45216000,N,,RH PAMPLONA REFORMAS HABILITACIONES Y MAS SL,23/05/2019,04/06/2019,4 meses,****4162*,"40.800,00",1,"Sociales: Adjudicación: 0,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
881,AYUNTAMIENTO DE VILLAFRANCA,contrato de limpieza de los edificios y dependencias municipales,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"240.749,75","184.800,00","195.800,00",,N,,,N,,90911200,N,,ALBERTO SAVARIAN ECHANDIA,27/03/2019,08/04/2019,3 años,***0294**,"184.800,00",2,"Otras: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",Ejecución,N,N,,N,
882,,,,,,,,,,,,,,,,,,,,,,,,,,,Sociales : Ejecución,,,,,,
883,AYUNTAMIENTO DE YESA,"Constrato de explotación del bar-cafetería y del servicio de control de acceso a las piscinas municipales de Yesa, temporada 2019.",Contratos,Concesión de servicios,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"10.000,00",150,150,,N,,,N,,55000000,N,,REYES ESCUDERO REBELLES,29/05/2019,14/06/2019,15/06/2019 - 15/09/2019,***9658**,150,1,N,N,N,N,,N,
884,AYUNTAMIENTO DE YESA,Obras de renovación de la instalación del alumbrado público en el casco antiguo de Yesa.,Contratos,Obras,Abierto,Mejor relación calidad y coste-eficacia,Ordinaria,"42.056,16","39.280,99","42.056,16",,N,,,N,,45316100,N,,SOCIEDAD IBERICA DE CONSTRUCCIONES ELECTRICAS S.A.,06/09/2019,,1 meses,****0233*,"39.280,99",6,"Género: Adjudicación: 0,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
885,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laborales: Adjudicación: 0,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
886,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otras: Adjudicación: 0,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
887,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sociales: Adjudicación: 0,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
888,Ayuntamiento de Zizur Mayor,"Contrato de Concesión de Servicios para la limpieza del local municipal cedido para uso de la Asociación de Jubilados ""La Santa Cruz"", así como el funcionamiento de su bar-cafetería",Contratos,Concesión de servicios,Abierto,Mejor relación coste-eficacia: otro,Ordinaria,"57.851,25","11.570,00","11.570,25",,N,,,S,5 años,55410000,N,,JUANA MARIA DUCAY IRISARRI,12/04/2019,02/05/2019,1 años,***5187**,"11.570,00",1,"Sociales: Adjudicación: 25,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
889,Ayuntamiento de Zizur Mayor,Contrato del Servicio de limpieza y conserjería de la Casa Consistorial del Ayuntamiento de Zizur Mayor,Contratos,Servicios,Abierto,Mejor relación coste-eficacia: otro,Ordinaria,"198.600,00","61.235,00","66.200,00",,N,,,S,3 años,90911200,N,,"ZAINTZEN, S.A.U.",12/04/2019,11/05/2019,1 años,****4052*,"61.235,00",3,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
890,Ayuntamiento de Zizur Mayor,Contrato de Concesión de Servicios para el funcionamiento ordinario del Bar-Cafetería de la Casa de Cultura del Ayuntamiento de Zizur Mayor,Contratos,Concesión de servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"12.500,00","2.500,00","2.500,00",,N,,,S,5 años,55410000,N,,ELISA BLANCO YARNOZ,27/06/2019,16/07/2019,1 años,***8619**,"2.500,00",1,"Otras: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación","Adjudicación: Cálculo del coste de ciclo de vida: 0,00% de puntuación máxima a obtener sobre el total de criterios de adjudicación Otros: 10,00% de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,,N,
891,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sociales: Adjudicación: 15,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
892,Ayuntamiento de Zizur Mayor,Contrato servicios para la gestión del Taller de Estimulación destinado a personas mayores y/o en situación de dependencia y de apoyo a las familias cuidadoras,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"49.585,00","9.412,00","9.917,00",,N,,,S,5 años,85140000,N,,"SEDENA, S.L.",27/06/2019,26/07/2019,1 años,****3549*,"9.412,00",1,"Sociales: Adjudicación: 20,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
893,Ayuntamiento de Zizur Mayor,Contrato de determinados seguros del Ayuntamiento de Zizur Mayor,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"585.000,00","93.599,95","117.000,00",,N,,,S,5 años,66510000,N,,"MAPFRE ESPAÑA COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A.",23/08/2019,20/09/2019,23/09/2019 - 22/09/2020,****4193*,"93.599,95",2,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
894,Ayuntamiento de Zizur Mayor,"Contrato de Servicios para el Proyecto de ""Actividades Deportivas Infantiles con Perspectiva Coeducativa"" del Patronato de Deportes Ardoi, distribuido en lotes",Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"466.500,00","81.180,00","86.700,00",,N,,,S,5 años,92600000,S,Actividades Deportivas Infantiles con perspectiva coeducativa: 92600000,"URDIGALAR, S.L.",20/09/2019,10/10/2019,1 años,****4552*,"47.180,00",2,"Género: Adjudicación: 16,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
895,,,,,,,,,,,,,,,,,,,Actividades acuáticas y Educadora de hábitos con perspectiva coeducativa: 92600000,"URDIGALAR, S.L.",20/09/2019,10/10/2019,1 años,****4552*,"30.330,00",,"Sociales: Adjudicación: 4,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
896,,,,,,,,,,,,,,,,,,,Domingos deportivos familiares con perspectiva coeducadora: 92600000,"URDIGALAR, S.L.",20/09/2019,10/10/2019,1 años,****4552*,"3.670,00",,"Lote 1: Género: Adjudicación: 16,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
897,,,,,,,,,,,,,,,,,,,`,,,,,,,,"Lote 1: Sociales: Adjudicación: 4,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
898,,,,,,,,,,,,,,,,,,,`,,,,,,,,"Lote 2: Género: Adjudicación: 16,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
899,,,,,,,,,,,,,,,,,,,`,,,,,,,,"Lote 2: Sociales: Adjudicación: 4,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
900,,,,,,,,,,,,,,,,,,,`,,,,,,,,"Lote 3: Género: Adjudicación: 16,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
901,,,,,,,,,,,,,,,,,,,`,,,,,,,,"Lote 3: Sociales: Adjudicación: 4,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
902,Ayuntamiento de Zizur Mayor,Contrato Obras de Continuación del Edificio Socio-Deportivo en Ardoi Norte en Zizur Mayor,Contratos,Obras,Abierto,Mejor relación calidad-precio,Ordinaria,"2.857.144,84","2.499.975,00","2.597.404,40",,N,,,N,,45212000,N,,"Excavaciones Fermín Osés, SL",28/11/2019,26/12/2019,200 días,****3131*,"2.499.975,00",6,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
903,Ayuntamiento de Zizur Mayor,Contrato de Suministro de Equipamiento de Vestuarios de las Instalaciones Deportivas del Ayuntamiento de Zizur Mayor,Contratos,Suministro,Abierto,Mejor relación calidad-precio,Ordinaria,"220.000,00","153.153,24","220.000,00",,N,,,N,,39150000,N,,"SUMINISTROS TÉCNICOS GALICIA, S.L.",13/12/2019,07/01/2020,37 días,****1391*,"153.153,24",3,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
904,Ayuntamiento de Zizur Mayor,Contrato del Servicio de Asesoría Jurídica para Mujeres del Ayuntamiento de Zizur Mayor,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"22.465,35","4.493,07","4.493,07",,N,,,S,5 años,79111000,N,,ANA CARMONA JUANMARTIÑENA,13/12/2019,01/01/2020,01/01/2020 - 31/12/2020,***0775**,"4.493,07",2,"Sociales: Adjudicación: 30,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
905,Ayuntamiento de Zizur Mayor,Equipamiento de Bar- Restaurante y otros de las Instalaciones Deportivas,Contratos,Suministro,Abierto,Mejor relación coste-eficacia: precio,Ordinaria,"207.667,53","110.653,30","207.667,53",,N,,,N,,39150000,S,"Lote A: Capítulos 01, 02, 03 y 04 del Proyecto de equipamiento cocina, bar, restaurante Instalaciones Deportivas de Zizur Mayor.: 39150000","EQUIPAMIENTO DE HOSTELERIA Y CLIMATIZACIÓN VALLADOLID, S.L.",23/12/2019,20/01/2020,50 días,****6733*,"74.376,23",14,"Género: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
906,,,,,,,,,,,,,,,,,,,"Lote B: Capítulo 05 del Proyecto de equipamiento cocina, bar, restaurante Instalaciones Deportivas de Zizur Mayor.: 39150000","PREFABRICADOS Y MONTAJES, S.L.",23/12/2019,20/01/2020,50 días,****0617*,"24.932,22",,"Lote 1: Género: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
907,,,,,,,,,,,,,,,,,,,"Lote C: Capítulo 06, 07, 08, 09 y 10 del Proyecto de equipamiento cocina, bar, restaurante Instalaciones Deportivas de Zizur Mayor.: 39150000","ESTILO INSTALACIONES Y EQUIPAMIENTOS, S.L.",23/12/2019,20/01/2020,15 días,****0617*,"11.344,85",,"Lote 2: Género: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
908,,,,,,,,,,,,,,,,,,,`,,,,,,,,"Lote 3: Género: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
909,Ayuntamiento de Zizur Mayor,Contrato de Suministro de Equipamiento destinado a la Escuela Infantil Paquita Ansa del Ayuntamiento de Zizur Mayor,Contratos,Suministro,Abierto,Mejor relación calidad-precio,Ordinaria,"16.417,02","13.454,31","16.417,02",,N,,,N,,39150000,S,"Suministro y colocación de equipamiento, mobiliario infantil: 39150000","HERMEX IBERICA, S.L.",23/12/2019,20/01/2020,15 días,****2949*,"3.099,30",5,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
910,,,,,,,,,,,,,,,,,,,"Suministro y colocación de equipamiento, mobiliario de oficina: 39150000","PAI MUEBLES DE OFICINA, S.L. (PAYMOBILIARIO)",23/12/2019,20/01/2020,35 días,****4671*,"4.032,70",,"Lote 1: Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
911,,,,,,,,,,,,,,,,,,,Suministro y colocación de conjunto infantil en el patio exterior de la escuela: 39150000,"SUMALIM, S.L.",07/02/2020,02/03/2020,30 días,****7047*,"6.322,31",,"Lote 2: Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
912,,,,,,,,,,,,,,,,,,,`,,,,,,,,"Lote 3: Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",,,,,,
913,Ayuntamiento de Zizur Mayor,"Contrato de Servicios para el Proyecto de ""Actividades Deportivas Infantiles con Perspectiva Coeducativa"" del Patronato de Deportes Ardoi, distribuido en lotes",Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"466.500,00","81.180,00","86.700,00",,N,,,S,5 años,92600000,S,Actividades Deportivas Infantiles con perspectiva coeducativa: 92600000,"URDIGALAR, S.L.",20/09/2019,10/10/2019,1 años,****4552*,"47.180,00",2,N,N,N,N,,N,
914,,,,,,,,,,,,,,,,,,,Actividades acuáticas y Educadora de hábitos con perspectiva coeducativa: 92600000,"URDIGALAR, S.L.",20/09/2019,10/10/2019,1 años,****4552*,"30.330,00",,,,,,,,
915,,,,,,,,,,,,,,,,,,,Domingos deportivos familiares con perspectiva coeducadora: 92600000,"URDIGALAR, S.L.",20/09/2019,10/10/2019,1 años,****4552*,"3.670,00",,,,,,,,
916,Ayuntamiento de Zizur Mayor,Contrato de determinados seguros del Ayuntamiento de Zizur Mayor,Contratos,Servicios,Abierto,Mejor relación calidad-precio,Ordinaria,"585.000,00","93.599,95","117.000,00",,N,,,S,5 años,66510000,N,,"MAPFRE ESPAÑA COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A.",23/08/2019,20/09/2019,23/09/2019 - 22/09/2020,****4193*,"93.599,95",2,N,N,N,N,,N,
917,Ayuntamiento del Distrito de Metauten,Cierre estanque museo de la trufa - Ventana de Loquiz,Contratos,Obras,Abierto,Mejor relación calidad-precio,Ordinaria,"59.526,11","57.889,14","59.526,11",,N,,,N,,45200000,N,,"EXCAVACIONES FERMIN OSES, S.L.",15/10/2019,,4 meses,****3131*,"57.889,14",3,Sociales : Ejecución,N,N,N,,N,
918,Ayuntamiento del Valle de Baztan,"Baztango etxeetako egur loteak moztu, kargatu eta tokira eramateko zerbitrzua - Serviciode corta, carga y transportede los lotes de leñade hogares a destino en Baztan.",Contratos,Servicios,Abierto,Mejor relación coste-eficacia: precio,Ordinaria,"30.500,00","25.923,78","30.500,00",,N,,,N,,77200000,N,,BERDABIO BASOGINTZA S.L,25/01/2019,12/02/2019,12 meses,****7962*,"25.923,78",2,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",N,N,N,,N,
919,Ayuntamiento del Valle de Baztan,Sustitucion cesped artificial campo de Futbol Giltxaurdi,Contratos,Obras,Procedimiento simplificado,Mejor relación calidad-precio,Ordinaria,"165.049,02","156.796,57","165.049,02",,N,,,N,,45236119,N,,Sports & Landscape SL,15/10/2019,25/10/2019,28 días,****3716*,"156.796,57",4,Otras : Ejecución,N,N,N,,N,
920,,,,,,,,,,,,,,,,,,,,,,,,,,,Sociales : Ejecución,,,,,,
921,Ayuntamiento del Valle de Baztan,Sustitucion cesped artificial campo de Futbol Giltxaurdi,Contratos,Obras,Procedimiento simplificado,Mejor relación calidad-precio,Ordinaria,"165.049,02","156.796,57","165.049,02",,N,,,N,,45236119,N,,Sports & Landscape SL,15/10/2019,,28 días,****3716*,"156.796,57",5,"Sociales: Adjudicación: 10,00 % de puntuación máxima a obtener sobre el total de criterios de adjudicación",Ejecución,N,N,,N,
922,Ayuntamiento del Valle de Egüés,"Suministro, la instalación en obra y la puesta en funcionamiento de dos grupos semafóricos en el Valle de Egüés",Contratos,Suministro,Abierto,Mejor relación calidad-precio,Ordinaria,"27.000,00","23.142,81","27.000,00",,N,,,N,,45316212,N,,"ETRA NORTE, S.A.",28/01/2019,28/01/2019,1 meses,****7221*,"23.142,81",3,N,N,N,N,,N,
